Machine_ID,Temperature,Run_Time
1,55.33253688880515,8.91687630766052
2,71.80374727086952,3.7534139834219897
3,60.67357423109274,193.53131589061678
4,54.94343511669279,165.88556642896353
5,42.941825134551564,149.72897453009546
6,64.94351719359895,31.984453258828477
7,44.321133915006556,95.84418068560875
8,89.2855270774259,187.52141417460365
9,96.4026132896019,186.78631952916697
10,38.96071036375199,2.8401742889262307
11,79.3807787701838,150.74579039222533
12,53.360597055537546,2.2413155228953636
13,57.2364115482993,196.87604380644075
14,92.63406719097344,83.976473197144
15,8.032569761590807,194.73023283803983
16,9.62580067045253,74.18161499709686
17,3.001621346592246,59.34427082411086
18,83.42936470924586,63.942100803086376
19,78.03751834403519,146.4051342610794
20,87.1312026764351,40.734893952109196
21,97.88321588104364,172.94748066673748
22,80.11669785745563,118.52396603172173
23,46.686456863040256,194.01229416390467
24,78.2723884523591,197.42989579374358
25,12.709168161024389,37.851218259126924
26,64.35218111142485,191.20062866162752
27,15.191975453495594,10.261158789457552
28,94.5222227879088,6.544881100498029
29,52.662983853257096,188.82905088838183
30,42.051532059061834,192.5169507525487
31,27.19100559835807,30.302286861725946
32,77.64913525398745,89.04074726241062
33,46.1588828894383,99.32441306964832
34,57.274960937996205,172.1959660671426
35,2.860190243199159,125.95553139603764
36,62.145914210511826,155.1387184161215
37,61.59747654951972,97.5342722408269
38,62.076465690600934,130.0343267461238
39,94.43105977294779,147.34646264514586
40,68.50020961124486,147.83837549954296
41,36.591282156804816,1.3458275301498037
42,44.2661634261348,20.88170667228206
43,70.06548839679922,73.36842777977878
44,6.9623216912977135,13.178291973604818
45,67.0099048291211,77.21495077117568
46,67.39314909219779,78.52380284596626
47,21.82787354631025,184.1264739182702
48,13.763703467830478,113.84729912404349
49,32.22740674149421,141.56390482619798
50,37.00736632331964,177.55253773515946
51,57.449480271370085,88.98373480921414
52,44.42154983276971,1.3904667748790573
53,98.8490099678634,57.78186890045733
54,11.102436264054779,163.0175813074599
55,21.678798853388635,180.46639279021488
56,16.969642270614628,70.95040664252599
